Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day,Duration,Campaign,PrevDays,Previous,PrevOutcome,EmpVarRate,ConPriceIndex,ConConfIndex,EuriborRate,NumEmp
35,entrepreneur,married,university,no,no,no,telephone,jun,fri,79,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
52,technician,married,professional,no,no,no,cellular,aug,fri,77,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
35,unknown,married,basic9y,no,no,yes,telephone,may,wed,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
43,management,married,highschool,no,yes,yes,telephone,jun,fri,304,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
59,housemaid,divorced,unknown,unknown,no,no,cellular,jul,mon,103,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,admin,divorced,highschool,no,yes,no,telephone,may,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
56,admin,married,university,no,no,no,telephone,may,fri,1461,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
49,management,married,university,unknown,yes,no,telephone,may,fri,1034,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
34,services,unknown,highschool,no,yes,yes,cellular,may,tue,369,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
58,retired,married,university,no,yes,no,cellular,aug,fri,92,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2
18,student,single,unknown,no,yes,yes,telephone,aug,wed,297,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6
38,technician,single,university,no,unknown,unknown,telephone,may,fri,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
64,admin,married,highschool,no,no,no,cellular,jul,thu,368,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6
36,technician,divorced,professional,no,yes,no,cellular,may,thu,135,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
29,blue-collar,divorced,basic6y,no,yes,no,telephone,nov,tue,272,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
30,blue-collar,married,basic4y,no,yes,no,cellular,may,mon,243,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
24,services,single,highschool,unknown,yes,no,cellular,may,thu,263,2,10,1,success,-1.8,92.893,-46.2,1.327,5099.1
46,unemployed,married,basic9y,unknown,no,no,cellular,aug,wed,98,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
21,student,single,unknown,no,no,no,telephone,jul,thu,220,7,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6
28,self-employed,single,university,no,no,yes,cellular,may,mon,315,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
31,services,single,highschool,no,yes,no,telephone,jun,tue,953,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
26,admin,single,highschool,no,no,no,telephone,jun,wed,140,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
41,blue-collar,married,basic4y,unknown,yes,no,telephone,jul,fri,742,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
47,unemployed,divorced,basic9y,no,no,no,cellular,apr,wed,125,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
51,unemployed,married,basic9y,unknown,no,no,telephone,may,fri,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
54,housemaid,divorced,basic4y,no,no,no,telephone,may,mon,382,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
31,services,single,professional,no,no,no,telephone,jun,thu,56,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
31,admin,single,university,no,unknown,unknown,cellular,jul,mon,116,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
46,blue-collar,married,highschool,no,no,no,cellular,aug,mon,422,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
24,blue-collar,single,basic9y,no,yes,no,cellular,jul,wed,590,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38,services,married,highschool,unknown,no,yes,telephone,may,thu,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
31,services,single,highschool,no,no,yes,cellular,may,mon,369,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
34,technician,divorced,unknown,no,yes,no,cellular,jul,thu,27,13,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
30,housemaid,married,university,no,yes,no,cellular,aug,thu,111,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
40,blue-collar,divorced,basic6y,no,no,no,cellular,apr,mon,399,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
58,retired,divorced,highschool,no,yes,no,cellular,jun,tue,145,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
32,admin,married,university,no,no,no,cellular,jun,tue,74,1,4,1,success,-2.9,92.963,-40.8,1.262,5076.2
46,blue-collar,single,basic6y,unknown,yes,no,cellular,may,thu,304,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
49,blue-collar,married,basic4y,unknown,no,no,telephone,may,tue,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
53,blue-collar,married,highschool,no,yes,no,cellular,jul,mon,209,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
44,admin,divorced,university,unknown,yes,yes,telephone,may,tue,273,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
29,admin,single,highschool,no,yes,no,cellular,nov,thu,87,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
43,self-employed,married,highschool,unknown,yes,no,cellular,apr,wed,902,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
76,retired,married,university,no,yes,no,cellular,dec,wed,258,1,999,0,nonexistent,-3,92.713,-33,0.721,5023.5
31,unemployed,single,highschool,no,yes,no,cellular,jun,thu,167,3,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6
44,blue-collar,married,basic4y,unknown,no,yes,telephone,may,wed,218,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
57,services,divorced,highschool,no,yes,no,telephone,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
27,management,single,university,no,no,no,cellular,may,mon,52,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
46,blue-collar,married,basic4y,unknown,yes,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
31,admin,married,basic9y,no,yes,no,cellular,jul,mon,196,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
64,retired,married,basic4y,no,yes,no,cellular,aug,wed,145,1,3,2,success,-2.9,92.201,-31.4,0.854,5076.2
54,services,married,basic4y,unknown,yes,no,telephone,may,mon,566,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
33,self-employed,married,basic9y,no,yes,no,telephone,may,wed,21,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39,admin,married,university,no,no,no,telephone,may,mon,744,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
45,technician,married,professional,no,yes,no,cellular,may,wed,207,5,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
36,admin,married,university,no,no,no,telephone,may,mon,124,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
54,unknown,married,basic9y,no,yes,no,cellular,jul,tue,174,2,13,2,success,-1.7,94.215,-40.3,0.876,4991.6
53,blue-collar,single,basic9y,no,yes,no,telephone,jun,mon,91,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,admin,divorced,highschool,no,no,yes,telephone,may,tue,259,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
70,retired,married,basic4y,no,yes,no,cellular,mar,mon,61,6,999,1,failure,-1.8,92.843,-50,1.629,5099.1
28,admin,married,university,no,no,no,telephone,jun,wed,392,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
25,blue-collar,single,highschool,unknown,no,no,telephone,jun,fri,136,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
27,student,single,highschool,no,no,no,cellular,jul,thu,64,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2
30,self-employed,single,university,no,yes,no,cellular,sep,tue,191,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5
51,blue-collar,married,basic9y,unknown,yes,yes,cellular,aug,thu,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
50,unemployed,unknown,basic9y,no,yes,yes,cellular,nov,thu,139,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
40,technician,married,professional,no,no,no,cellular,aug,tue,156,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
54,admin,married,professional,no,no,no,cellular,nov,tue,1868,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6
41,management,married,university,no,no,no,cellular,nov,wed,140,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8
48,technician,married,professional,no,yes,yes,cellular,apr,thu,269,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1
47,services,single,highschool,no,no,no,cellular,jul,tue,293,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
28,technician,single,basic9y,no,yes,no,cellular,may,thu,263,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
30,admin,single,highschool,no,yes,no,cellular,may,fri,532,5,999,0,nonexistent,-1.8,93.876,-40,0.684,5008.7
47,admin,married,university,no,yes,no,cellular,nov,thu,70,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
42,admin,married,professional,no,yes,yes,cellular,may,mon,172,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
47,admin,single,university,no,no,no,cellular,aug,mon,151,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46,blue-collar,married,basic9y,no,yes,no,cellular,nov,tue,50,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8
47,admin,married,university,no,unknown,unknown,cellular,aug,thu,1231,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39,admin,married,university,no,yes,no,telephone,may,mon,14,32,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
30,self-employed,married,professional,no,no,no,cellular,aug,fri,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
25,technician,single,professional,no,yes,no,cellular,jul,fri,1187,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin,married,university,no,yes,no,telephone,jun,wed,153,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
32,admin,married,university,no,no,no,telephone,may,fri,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
43,admin,married,university,no,no,no,telephone,aug,wed,618,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,blue-collar,married,basic9y,unknown,no,no,telephone,jun,wed,235,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,technician,single,university,no,yes,no,cellular,aug,wed,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
34,technician,married,professional,no,no,no,telephone,jun,fri,1994,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
34,student,single,unknown,no,yes,no,cellular,nov,thu,180,1,999,2,failure,-1.1,94.767,-50.8,1.031,4963.6
42,admin,single,basic9y,unknown,no,no,telephone,may,thu,42,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
36,entrepreneur,married,university,no,yes,no,cellular,may,wed,239,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
32,admin,married,university,no,no,no,telephone,jun,wed,525,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
52,unemployed,married,unknown,no,yes,no,telephone,jun,wed,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
59,admin,divorced,basic4y,unknown,yes,yes,cellular,jul,mon,745,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
61,blue-collar,married,basic4y,no,no,no,cellular,may,wed,62,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
29,admin,married,highschool,no,no,no,cellular,may,wed,54,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
41,admin,married,basic9y,unknown,yes,no,cellular,jul,fri,471,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
69,services,married,unknown,no,no,no,telephone,jul,wed,396,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2
20,student,single,highschool,no,yes,yes,cellular,jun,wed,74,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
34,technician,divorced,professional,no,no,no,cellular,jul,tue,323,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38,admin,single,university,no,no,no,cellular,may,mon,114,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
39,admin,married,university,unknown,yes,no,cellular,aug,thu,102,1,4,1,success,-2.9,92.201,-31.4,0.873,5076.2
57,admin,married,university,no,yes,no,cellular,aug,tue,149,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2
34,blue-collar,married,basic4y,unknown,yes,no,cellular,may,fri,285,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
31,blue-collar,single,professional,no,no,no,telephone,may,thu,99,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
34,technician,single,professional,no,yes,no,cellular,aug,tue,251,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2
60,retired,married,professional,no,no,no,cellular,aug,wed,199,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,admin,married,highschool,no,yes,no,cellular,may,mon,767,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
35,technician,single,basic9y,no,no,no,telephone,nov,wed,433,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8
29,admin,single,university,no,yes,no,cellular,aug,mon,728,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,technician,married,university,no,yes,no,telephone,jun,fri,186,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
48,blue-collar,married,basic6y,unknown,no,no,telephone,may,mon,174,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
44,blue-collar,married,basic9y,no,yes,no,cellular,jul,mon,46,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,management,married,highschool,unknown,no,no,cellular,nov,tue,825,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
46,admin,divorced,university,no,no,no,telephone,jun,thu,138,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
40,admin,married,university,unknown,no,yes,telephone,may,mon,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
42,technician,married,university,no,no,yes,cellular,aug,thu,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
37,technician,single,highschool,no,yes,no,cellular,aug,wed,133,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
44,blue-collar,married,basic4y,unknown,no,no,cellular,jul,mon,358,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,blue-collar,married,highschool,no,no,no,telephone,may,wed,56,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
30,technician,divorced,professional,no,yes,no,telephone,may,tue,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
56,retired,married,unknown,no,no,no,cellular,aug,fri,233,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
43,admin,married,university,no,yes,no,telephone,may,tue,775,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
40,self-employed,married,basic9y,no,no,no,cellular,nov,tue,55,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8
31,unknown,single,highschool,no,no,no,cellular,may,mon,392,1,999,0,nonexistent,-1.8,93.876,-40,0.701,5008.7
23,technician,single,highschool,no,no,yes,cellular,may,thu,1129,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
53,unemployed,married,basic9y,unknown,yes,no,cellular,may,tue,67,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
58,housemaid,married,highschool,unknown,unknown,unknown,telephone,jun,fri,153,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
35,technician,married,professional,no,yes,no,telephone,jun,thu,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
27,student,single,university,no,no,yes,cellular,nov,mon,118,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
37,technician,married,professional,no,no,no,telephone,jun,tue,854,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
28,services,single,highschool,no,yes,no,cellular,jul,wed,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
51,technician,married,university,no,yes,no,cellular,aug,wed,512,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
53,self-employed,married,university,no,yes,no,cellular,jul,mon,78,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,admin,married,highschool,no,yes,yes,cellular,apr,fri,171,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
54,unemployed,married,university,no,yes,no,cellular,jul,thu,773,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,blue-collar,married,basic9y,unknown,yes,no,cellular,may,wed,210,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
39,blue-collar,single,basic9y,no,yes,yes,cellular,may,mon,75,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
32,admin,married,university,no,no,yes,cellular,aug,wed,280,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,technician,single,professional,no,yes,no,cellular,may,wed,231,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
51,admin,married,university,no,yes,yes,cellular,nov,fri,175,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8
42,blue-collar,married,basic6y,unknown,no,no,cellular,jul,fri,304,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
33,services,single,highschool,no,yes,no,cellular,may,fri,557,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
40,management,married,unknown,no,yes,no,cellular,nov,thu,165,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8
37,services,married,highschool,unknown,no,no,telephone,jun,thu,106,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
32,blue-collar,married,basic9y,no,yes,no,cellular,may,tue,293,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
30,admin,married,unknown,no,no,yes,cellular,jul,tue,64,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
30,management,married,university,no,yes,no,cellular,jul,wed,217,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
42,housemaid,married,basic4y,unknown,yes,no,telephone,jun,fri,38,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
35,technician,married,university,unknown,yes,no,cellular,aug,mon,176,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
43,blue-collar,single,basic4y,no,yes,no,telephone,may,tue,200,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
43,housemaid,married,basic4y,no,yes,no,cellular,jul,wed,296,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
62,admin,married,highschool,no,no,no,cellular,oct,tue,318,1,4,3,success,-1.1,94.601,-49.5,1.037,4963.6
35,management,married,university,no,yes,no,cellular,nov,fri,152,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
26,technician,single,professional,no,no,no,telephone,may,tue,446,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
43,admin,married,highschool,no,no,no,telephone,jun,fri,1422,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
48,technician,divorced,university,no,yes,yes,cellular,apr,thu,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
30,student,single,university,no,no,no,cellular,jul,tue,332,2,13,2,failure,-2.9,92.469,-33.6,0.908,5076.2
41,blue-collar,married,basic6y,no,yes,no,telephone,may,wed,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
28,admin,married,university,no,no,yes,cellular,jul,wed,690,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
28,blue-collar,married,basic4y,unknown,yes,no,cellular,jul,thu,44,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
56,blue-collar,married,basic4y,unknown,no,no,cellular,jul,mon,241,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,admin,single,highschool,no,yes,no,cellular,jul,thu,189,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,blue-collar,single,basic9y,no,no,no,cellular,may,mon,583,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
39,admin,married,university,no,no,no,telephone,jun,mon,69,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
29,student,single,highschool,no,no,no,cellular,dec,wed,390,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5
30,services,single,university,no,yes,no,cellular,nov,fri,13,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
30,entrepreneur,single,university,no,no,no,cellular,nov,thu,251,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
51,blue-collar,married,basic4y,unknown,yes,no,cellular,aug,fri,586,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
85,retired,divorced,basic4y,unknown,yes,no,telephone,dec,tue,150,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5
36,admin,unknown,university,no,yes,no,cellular,aug,wed,529,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,blue-collar,married,basic9y,no,no,no,cellular,jul,wed,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,blue-collar,married,professional,unknown,yes,no,telephone,jun,mon,77,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
29,technician,single,professional,no,no,no,cellular,nov,fri,394,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
30,entrepreneur,single,highschool,no,no,no,telephone,may,tue,77,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
29,management,married,university,no,no,yes,cellular,aug,wed,181,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
31,technician,married,basic6y,no,yes,yes,cellular,nov,thu,194,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
27,technician,single,university,no,yes,no,cellular,mar,thu,129,4,999,1,failure,-1.8,93.369,-34.8,0.65,5008.7
28,services,married,highschool,no,no,no,cellular,apr,fri,134,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
57,blue-collar,married,highschool,unknown,yes,no,cellular,jul,fri,572,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
37,management,divorced,highschool,no,yes,no,cellular,apr,fri,647,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
37,housemaid,married,university,no,yes,no,cellular,may,wed,100,1,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7
29,services,single,highschool,no,yes,no,telephone,may,thu,93,1,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7
29,services,married,basic9y,no,no,no,cellular,nov,thu,517,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
52,admin,married,highschool,no,no,no,cellular,jul,fri,795,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,blue-collar,married,basic4y,unknown,yes,no,cellular,aug,tue,781,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
45,blue-collar,divorced,basic9y,no,yes,no,telephone,may,wed,455,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
49,blue-collar,married,basic4y,no,no,yes,telephone,jul,mon,256,15,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
51,blue-collar,married,basic9y,no,no,no,telephone,may,wed,279,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
36,technician,married,highschool,no,no,no,telephone,jun,fri,52,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
38,technician,single,university,no,yes,no,telephone,jun,mon,104,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
30,technician,single,university,unknown,no,no,cellular,aug,thu,666,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
45,blue-collar,married,unknown,no,no,no,cellular,aug,tue,194,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,blue-collar,married,basic6y,no,yes,no,telephone,jun,fri,55,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
31,admin,married,university,no,yes,no,cellular,nov,thu,210,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
43,blue-collar,married,basic9y,unknown,yes,yes,cellular,apr,tue,1096,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
56,management,married,unknown,no,yes,no,telephone,may,tue,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
36,blue-collar,single,basic9y,unknown,yes,no,cellular,may,wed,141,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
36,admin,divorced,highschool,no,no,no,telephone,may,tue,138,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
36,technician,married,professional,no,yes,no,cellular,aug,fri,197,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
42,technician,single,highschool,no,no,no,telephone,may,mon,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
37,housemaid,married,university,no,no,no,cellular,oct,thu,453,1,6,2,success,-1.1,94.601,-49.5,1.025,4963.6
36,admin,single,highschool,no,yes,no,cellular,apr,fri,202,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
32,management,single,university,no,no,no,cellular,nov,thu,500,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8
36,unknown,single,basic6y,unknown,yes,no,telephone,may,wed,660,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
49,blue-collar,married,basic9y,unknown,no,no,telephone,may,fri,283,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
36,blue-collar,married,basic9y,no,no,no,cellular,may,mon,8,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
35,admin,married,university,no,no,no,cellular,nov,mon,397,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
48,technician,married,professional,no,yes,no,telephone,jun,mon,85,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
40,technician,married,professional,no,yes,no,cellular,aug,mon,256,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
51,services,married,highschool,unknown,yes,yes,cellular,jul,fri,239,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,admin,single,university,no,no,no,cellular,may,mon,155,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
56,admin,married,highschool,unknown,yes,no,cellular,jul,wed,298,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
59,blue-collar,married,basic4y,no,yes,yes,cellular,mar,tue,684,4,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1
29,management,single,university,no,no,no,telephone,may,fri,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
46,admin,single,university,no,yes,no,telephone,jun,thu,172,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
48,admin,married,university,no,no,no,cellular,nov,wed,128,7,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
41,housemaid,married,basic6y,no,yes,no,cellular,may,tue,223,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
