slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
bitcoin,BTC,Bitcoin,11/22/2014,1,351.6,364.84,350.88,352.92,15273000,4774989954,0.1461,13.96
bitcoin,BTC,Bitcoin,11/23/2014,1,353.17,370.85,353.17,367.57,15151600,4974540006,0.8145,17.68
bitcoin,BTC,Bitcoin,11/24/2014,1,366.95,387.21,366.67,376.9,30930100,5102174795,0.4981,20.54
bitcoin,BTC,Bitcoin,11/25/2014,1,376.89,394.7,374.78,375.35,25442200,5082390210,0.0286,19.92
bitcoin,BTC,Bitcoin,11/26/2014,1,376.02,377.7,365.82,368.37,18601700,4989166443,0.2146,11.88
bitcoin,BTC,Bitcoin,11/27/2014,1,370.5,373.99,368.28,369.67,8748030,5008058116,0.2434,5.71
bitcoin,BTC,Bitcoin,11/28/2014,1,369.37,382.84,358.45,376.45,22946500,5101280353,0.738,24.39
bitcoin,BTC,Bitcoin,11/29/2014,1,376.15,387.6,372.14,375.49,15375600,5089799280,0.2167,15.46
bitcoin,BTC,Bitcoin,11/30/2014,1,375.51,382.53,373.31,378.05,9194440,5125958175,0.5141,9.22
bitcoin,BTC,Bitcoin,12/1/2014,1,378.25,383.66,376.67,379.24,11763000,5143434464,0.3677,6.99
bitcoin,BTC,Bitcoin,12/2/2014,1,379.25,384.04,377.86,381.32,12364100,5172928823,0.5599,6.18
bitcoin,BTC,Bitcoin,12/3/2014,1,381.72,383.03,374.35,375.01,13340100,5088491940,0.076,8.68
bitcoin,BTC,Bitcoin,12/4/2014,1,375.72,378.65,367.76,369.6,14529600,5016487250,0.169,10.89
bitcoin,BTC,Bitcoin,12/5/2014,1,369.44,379.19,365.76,376.85,15181800,5116358331,0.8258,13.43
bitcoin,BTC,Bitcoin,12/6/2014,1,376.76,378.45,370.95,374.79,7009320,5089542822,0.512,7.5
bitcoin,BTC,Bitcoin,12/7/2014,1,374.84,376.29,373.27,375.1,6491650,5094943517,0.606,3.02
bitcoin,BTC,Bitcoin,12/8/2014,1,374.96,376.03,361.89,361.91,18898700,4917302822,0.0014,14.14
bitcoin,BTC,Bitcoin,12/9/2014,1,361.89,363.07,344.95,352.22,32915500,4786893958,0.4012,18.12
bitcoin,BTC,Bitcoin,12/10/2014,1,352.2,352.38,346.36,346.36,16427700,4708572401,0,6.02
bitcoin,BTC,Bitcoin,12/11/2014,1,344.34,361.36,338.76,350.51,32431300,4766084199,0.5199,22.6
bitcoin,BTC,Bitcoin,12/12/2014,1,350.83,352.98,349.29,352.54,16989800,4795055945,0.8808,3.69
bitcoin,BTC,Bitcoin,12/13/2014,1,352.38,352.38,346.59,347.38,11675900,4726102586,0.1364,5.79
bitcoin,BTC,Bitcoin,12/14/2014,1,346.73,353.32,345.42,351.63,12415200,4785245608,0.7861,7.9
bitcoin,BTC,Bitcoin,12/15/2014,1,351.36,351.82,344.93,345.35,17264200,4700905209,0.061,6.89
bitcoin,BTC,Bitcoin,12/16/2014,1,345.67,345.86,327.06,327.06,30864900,4453202603,0,18.8
bitcoin,BTC,Bitcoin,12/17/2014,1,326.86,333.95,315.15,319.78,37567900,4355021350,0.2463,18.8
bitcoin,BTC,Bitcoin,12/18/2014,1,319.79,323.71,304.23,311.4,39173000,4241890806,0.3681,19.48
bitcoin,BTC,Bitcoin,12/19/2014,1,311.18,318.53,306.77,317.84,23823100,4330801581,0.9413,11.76
bitcoin,BTC,Bitcoin,12/20/2014,1,317.62,330.33,316.04,329.96,20856700,4496945577,0.9741,14.29
bitcoin,BTC,Bitcoin,12/21/2014,1,329.54,329.63,318.9,320.84,15207600,4373820008,0.1808,10.73
bitcoin,BTC,Bitcoin,12/22/2014,1,321.07,334.12,320.42,331.89,22315100,4525705359,0.8372,13.7
bitcoin,BTC,Bitcoin,12/23/2014,1,332.02,336.29,329.6,334.57,16574200,4563595537,0.7429,6.69
bitcoin,BTC,Bitcoin,12/24/2014,1,334.39,334.74,321.36,322.53,15092300,4400637769,0.0874,13.38
bitcoin,BTC,Bitcoin,12/25/2014,1,322.29,322.67,316.96,319.01,9883640,4353789283,0.359,5.71
bitcoin,BTC,Bitcoin,12/26/2014,1,319.15,331.42,316.63,327.92,16410500,4476703675,0.7634,14.79
bitcoin,BTC,Bitcoin,12/27/2014,1,327.58,328.91,312.63,315.86,15185200,4313267197,0.1984,16.28
bitcoin,BTC,Bitcoin,12/28/2014,1,316.16,320.03,311.08,317.24,11676600,4333389568,0.6883,8.95
bitcoin,BTC,Bitcoin,12/29/2014,1,317.7,320.27,312.31,312.67,12302500,4272268163,0.0452,7.96
bitcoin,BTC,Bitcoin,12/30/2014,1,312.72,314.81,309.37,310.74,12528300,4247060095,0.2518,5.44
bitcoin,BTC,Bitcoin,12/31/2014,1,310.91,320.19,310.21,320.19,13942900,4377510595,1,9.98
bitcoin,BTC,Bitcoin,1/1/2015,1,320.43,320.43,314,314.25,8036550,4297535768,0.0389,6.43
bitcoin,BTC,Bitcoin,1/2/2015,1,314.08,315.84,313.57,315.03,7860650,4309551126,0.6432,2.27
bitcoin,BTC,Bitcoin,1/3/2015,1,314.85,315.15,281.08,281.08,33054400,3846269872,0,34.07
bitcoin,BTC,Bitcoin,1/4/2015,1,281.15,287.23,257.61,264.2,55629100,3616320975,0.2225,29.62
bitcoin,BTC,Bitcoin,1/5/2015,1,265.08,278.34,265.08,274.47,43962800,3758098008,0.7081,13.26
bitcoin,BTC,Bitcoin,1/6/2015,1,274.61,287.55,272.7,286.19,23245700,3919623080,0.9084,14.85
bitcoin,BTC,Bitcoin,1/7/2015,1,286.08,298.75,283.08,294.34,24866800,4032255015,0.7186,15.67
bitcoin,BTC,Bitcoin,1/8/2015,1,294.14,294.14,282.17,283.35,19982500,3882766766,0.0986,11.97
bitcoin,BTC,Bitcoin,1/9/2015,1,282.38,291.11,280.53,290.41,18718600,3980426431,0.9338,10.58
bitcoin,BTC,Bitcoin,1/10/2015,1,287.3,288.13,273.97,274.8,15264300,3767535599,0.0586,14.16
bitcoin,BTC,Bitcoin,1/11/2015,1,274.61,279.64,265.04,265.66,18200800,3643307731,0.0425,14.6
bitcoin,BTC,Bitcoin,1/12/2015,1,266.15,272.2,265.2,267.8,18880300,3673551884,0.3714,7
bitcoin,BTC,Bitcoin,1/13/2015,1,267.39,268.28,219.91,225.86,72843904,3099004902,0.123,48.37
bitcoin,BTC,Bitcoin,1/14/2015,1,223.89,223.89,171.51,178.1,97638704,2444379076,0.1258,52.38
bitcoin,BTC,Bitcoin,1/15/2015,1,176.9,229.07,176.9,209.84,81773504,2880801385,0.6314,52.17
bitcoin,BTC,Bitcoin,1/16/2015,1,209.07,221.59,199.77,208.1,38421000,2857541182,0.3818,21.82
bitcoin,BTC,Bitcoin,1/17/2015,1,207.83,211.73,194.88,199.26,23469700,2736875952,0.2599,16.85
bitcoin,BTC,Bitcoin,1/18/2015,1,200.05,218.7,194.51,210.34,30085100,2889858038,0.6544,24.19
bitcoin,BTC,Bitcoin,1/19/2015,1,211.47,216.73,207.32,214.86,18658300,2952759522,0.8013,9.41
bitcoin,BTC,Bitcoin,1/20/2015,1,212.91,215.24,205.15,211.32,24051100,2904651464,0.6115,10.09
bitcoin,BTC,Bitcoin,1/21/2015,1,211.38,227.79,211.21,226.9,29924600,3119680595,0.9463,16.58
bitcoin,BTC,Bitcoin,1/22/2015,1,227.32,237.02,226.43,233.41,33544600,3209962696,0.6591,10.59
bitcoin,BTC,Bitcoin,1/23/2015,1,233.52,234.85,225.2,232.88,24621700,3203436948,0.7959,9.65
bitcoin,BTC,Bitcoin,1/24/2015,1,232.7,248.21,230.02,247.85,24782500,3410114481,0.9802,18.19
bitcoin,BTC,Bitcoin,1/25/2015,1,247.35,255.07,243.89,253.72,33582700,3491686145,0.8792,11.18
bitcoin,BTC,Bitcoin,1/26/2015,1,254.08,309.38,254.08,273.47,106794000,3764417376,0.3506,55.3
bitcoin,BTC,Bitcoin,1/27/2015,1,273.17,275.48,250.65,263.48,44399000,3627760928,0.5167,24.83
bitcoin,BTC,Bitcoin,1/28/2015,1,263.35,266.54,227.05,233.91,44352200,3221728839,0.1737,39.49
bitcoin,BTC,Bitcoin,1/29/2015,1,233.35,238.71,220.71,233.51,32213400,3217149466,0.7111,18
bitcoin,BTC,Bitcoin,1/30/2015,1,232.77,242.85,225.84,226.43,26605200,3120272355,0.0347,17.01
bitcoin,BTC,Bitcoin,1/31/2015,1,226.44,233.5,216.31,217.46,23348200,2997692311,0.0669,17.19
bitcoin,BTC,Bitcoin,2/1/2015,1,216.87,231.57,212.01,226.97,29128500,3129637468,0.7648,19.56
bitcoin,BTC,Bitcoin,2/2/2015,1,226.49,242.18,222.66,238.23,30612100,3285797305,0.7976,19.52
bitcoin,BTC,Bitcoin,2/3/2015,1,237.45,245.96,224.48,227.27,40783700,3135343874,0.1299,21.48
bitcoin,BTC,Bitcoin,2/4/2015,1,227.51,230.06,221.11,226.85,26594300,3130520358,0.6413,8.95
bitcoin,BTC,Bitcoin,2/5/2015,1,227.66,239.4,214.73,217.11,22516400,2996945966,0.0965,24.67
bitcoin,BTC,Bitcoin,2/6/2015,1,216.92,230.51,216.23,222.27,24435300,3069076711,0.423,14.28
bitcoin,BTC,Bitcoin,2/7/2015,1,222.63,230.3,222.61,227.75,21604200,3145761023,0.6684,7.69
bitcoin,BTC,Bitcoin,2/8/2015,1,227.69,229.44,221.08,223.41,17145200,3086537315,0.2787,8.36
bitcoin,BTC,Bitcoin,2/9/2015,1,223.39,223.98,217.02,220.11,27791300,3041799140,0.444,6.96
bitcoin,BTC,Bitcoin,2/10/2015,1,220.28,221.81,215.33,219.84,21115100,3038850985,0.696,6.48
bitcoin,BTC,Bitcoin,2/11/2015,1,219.73,223.41,218.07,219.18,17201900,3030676475,0.2079,5.34
bitcoin,BTC,Bitcoin,2/12/2015,1,219.21,222.2,217.61,221.76,15206200,3066996120,0.9041,4.59
bitcoin,BTC,Bitcoin,2/13/2015,1,221.97,240.26,221.26,235.43,42744400,3256814719,0.7458,19
bitcoin,BTC,Bitcoin,2/14/2015,1,235.53,259.81,235.53,257.32,49732500,3560717936,0.8974,24.28
bitcoin,BTC,Bitcoin,2/15/2015,1,257.51,265.61,227.68,234.82,56552400,3250242178,0.1882,37.93
bitcoin,BTC,Bitcoin,2/16/2015,1,234.82,239.52,229.02,233.84,28153700,3237573873,0.459,10.5
bitcoin,BTC,Bitcoin,2/17/2015,1,233.42,245.77,232.31,243.61,27363100,3373706168,0.8395,13.46
bitcoin,BTC,Bitcoin,2/18/2015,1,243.78,244.25,232.34,236.33,25200800,3273812262,0.335,11.91
bitcoin,BTC,Bitcoin,2/19/2015,1,236.41,242.67,235.59,240.28,18270500,3329631566,0.6624,7.08
bitcoin,BTC,Bitcoin,2/20/2015,1,240.25,247.1,239.3,243.78,23876700,3379032908,0.5744,7.8
bitcoin,BTC,Bitcoin,2/21/2015,1,243.75,255.32,243.18,244.53,12284200,3390372210,0.1112,12.14
bitcoin,BTC,Bitcoin,2/22/2015,1,244.54,246.39,233.85,235.98,19527000,3272629326,0.1699,12.54
bitcoin,BTC,Bitcoin,2/23/2015,1,235.99,240.11,232.42,238.89,16400000,3313897879,0.8414,7.69
bitcoin,BTC,Bitcoin,2/24/2015,1,239,239.9,236.4,238.74,14200400,3312489904,0.6686,3.5
bitcoin,BTC,Bitcoin,2/25/2015,1,238.89,239.34,235.53,237.47,11496200,3295875814,0.5092,3.81
bitcoin,BTC,Bitcoin,2/26/2015,1,237.34,237.71,234.26,236.43,13619400,3282272605,0.629,3.45
bitcoin,BTC,Bitcoin,2/27/2015,1,236.44,256.65,236.44,253.83,44013900,3524820596,0.8605,20.21
bitcoin,BTC,Bitcoin,2/28/2015,1,253.52,254.69,249.48,254.26,13949300,3531776636,0.9175,5.21
bitcoin,BTC,Bitcoin,3/1/2015,1,254.28,261.66,245.93,260.2,25213700,3615181538,0.9072,15.73
bitcoin,BTC,Bitcoin,3/2/2015,1,260.36,276.3,258.31,275.67,40465700,3831178959,0.965,17.99
bitcoin,BTC,Bitcoin,3/3/2015,1,275.05,285.8,268.16,281.7,50461300,3916108523,0.7676,17.64
bitcoin,BTC,Bitcoin,3/4/2015,1,281.99,284.23,268.13,273.09,41383000,3797385224,0.3081,16.1
bitcoin,BTC,Bitcoin,3/5/2015,1,272.74,281.67,264.77,276.18,41302400,3841201000,0.6751,16.9
bitcoin,BTC,Bitcoin,3/6/2015,1,275.6,277.61,270.02,272.72,28918900,3794156466,0.3557,7.59
bitcoin,BTC,Bitcoin,3/7/2015,1,272.29,277.85,270.13,276.26,17825900,3844351385,0.794,7.72
bitcoin,BTC,Bitcoin,3/8/2015,1,276.43,277.86,272.57,274.35,22067900,3818877362,0.3365,5.29
bitcoin,BTC,Bitcoin,3/9/2015,1,274.81,292.7,273.89,289.61,59178200,4032241702,0.8357,18.81
bitcoin,BTC,Bitcoin,3/10/2015,1,289.86,300.04,289.74,291.76,67770800,4063305050,0.1961,10.3
bitcoin,BTC,Bitcoin,3/11/2015,1,291.52,297.39,290.51,296.38,33963900,4128796573,0.8532,6.88
bitcoin,BTC,Bitcoin,3/12/2015,1,296.13,297.09,292.41,294.35,32585200,4101535995,0.4145,4.68
bitcoin,BTC,Bitcoin,3/13/2015,1,294.12,294.5,285.34,285.34,31421500,3976948638,0,9.16
bitcoin,BTC,Bitcoin,3/14/2015,1,284.44,286.34,280.98,281.89,22612300,3929758785,0.1698,5.36
bitcoin,BTC,Bitcoin,3/15/2015,1,281.42,286.53,281,286.39,11970100,3993628668,0.9747,5.53
bitcoin,BTC,Bitcoin,3/16/2015,1,285.68,294.11,285.68,290.59,21516100,4053198429,0.5824,8.43
bitcoin,BTC,Bitcoin,3/17/2015,1,290.6,292.36,284.37,285.51,21497200,3983144494,0.1427,7.99
bitcoin,BTC,Bitcoin,3/18/2015,1,285.07,285.34,249.87,256.3,57008000,3576671767,0.1813,35.47
bitcoin,BTC,Bitcoin,3/19/2015,1,255.88,264.24,248.64,260.93,52732000,3642156965,0.7878,15.6
bitcoin,BTC,Bitcoin,3/20/2015,1,260.96,264.85,259.16,261.75,18456700,3654506819,0.4552,5.69
bitcoin,BTC,Bitcoin,3/21/2015,1,261.64,262.2,255.65,260.02,17130100,3631424642,0.6672,6.55
bitcoin,BTC,Bitcoin,3/22/2015,1,259.92,269.75,259.59,267.96,18438100,3743193531,0.8238,10.16
bitcoin,BTC,Bitcoin,3/23/2015,1,267.89,277.3,261.74,266.74,22811900,3727111341,0.3213,15.56
bitcoin,BTC,Bitcoin,3/24/2015,1,266.58,267,244.15,245.6,40073700,3432718154,0.0635,22.85
bitcoin,BTC,Bitcoin,3/25/2015,1,247.47,249.19,236.51,246.2,35866900,3442129496,0.7642,12.68
bitcoin,BTC,Bitcoin,3/26/2015,1,246.28,254.35,244.9,248.53,25730000,3475701380,0.3841,9.45
bitcoin,BTC,Bitcoin,3/27/2015,1,248.57,256.81,245.21,247.03,17274900,3455731911,0.1569,11.6
bitcoin,BTC,Bitcoin,3/28/2015,1,246.98,254.21,246.98,252.8,16040900,3537377134,0.805,7.23
bitcoin,BTC,Bitcoin,3/29/2015,1,252.74,253.14,240.85,242.71,21699400,3397187115,0.1513,12.29
bitcoin,BTC,Bitcoin,3/30/2015,1,242.88,249.24,239.21,247.53,23009600,3465419693,0.8295,10.03
bitcoin,BTC,Bitcoin,3/31/2015,1,247.45,248.73,242.74,244.22,22672000,3420112896,0.2471,5.99
bitcoin,BTC,Bitcoin,4/1/2015,1,244.22,247.54,241.16,247.27,22877200,3463619267,0.9577,6.38
bitcoin,BTC,Bitcoin,4/2/2015,1,247.09,254.46,245.42,253.01,26272600,3544973232,0.8396,9.04
bitcoin,BTC,Bitcoin,4/3/2015,1,253.07,256.04,251.88,254.32,23146600,3564354620,0.5865,4.16
bitcoin,BTC,Bitcoin,4/4/2015,1,254.29,255.26,251.1,253.7,12493500,3556559216,0.625,4.16
bitcoin,BTC,Bitcoin,4/5/2015,1,253.76,260.67,251.94,260.6,19649200,3654268030,0.992,8.73
bitcoin,BTC,Bitcoin,4/6/2015,1,260.72,261.8,254.57,255.49,20034200,3583466919,0.1272,7.23
bitcoin,BTC,Bitcoin,4/7/2015,1,255.27,255.8,252.21,253.18,18467400,3552014128,0.2702,3.59
bitcoin,BTC,Bitcoin,4/8/2015,1,253.06,253.85,244.21,245.02,30086400,3438326345,0.084,9.64
bitcoin,BTC,Bitcoin,4/9/2015,1,244.75,246.12,239.4,243.68,21643500,3420248520,0.6369,6.72
bitcoin,BTC,Bitcoin,4/10/2015,1,243.69,243.69,232.77,236.07,28882000,3314409567,0.3022,10.92
bitcoin,BTC,Bitcoin,4/11/2015,1,236.02,239.54,234.18,236.55,16365200,3321976615,0.4422,5.36
bitcoin,BTC,Bitcoin,4/12/2015,1,236.54,237.73,233.49,236.15,12387900,3317129018,0.6274,4.24
bitcoin,BTC,Bitcoin,4/13/2015,1,235.95,236.93,222,224.59,31181800,3155548414,0.1735,14.93
bitcoin,BTC,Bitcoin,4/14/2015,1,224.76,224.98,216.32,219.16,31719000,3080098939,0.3279,8.66
bitcoin,BTC,Bitcoin,4/15/2015,1,219.07,223.83,218.65,223.83,22562000,3146465248,1,5.18
bitcoin,BTC,Bitcoin,4/16/2015,1,223.92,229.67,223.92,228.57,24805400,3213884952,0.8087,5.75
bitcoin,BTC,Bitcoin,4/17/2015,1,228.57,228.91,221.94,222.88,20429800,3134573444,0.1349,6.97
bitcoin,BTC,Bitcoin,4/18/2015,1,222.85,224.32,220.88,223.36,12939000,3142049362,0.7209,3.44
bitcoin,BTC,Bitcoin,4/19/2015,1,223.46,226.35,222.37,222.6,15021500,3132226860,0.0578,3.98
bitcoin,BTC,Bitcoin,4/20/2015,1,222.61,226.35,221.98,224.63,18364700,3161599719,0.6064,4.37
bitcoin,BTC,Bitcoin,4/21/2015,1,224.62,235.27,224.3,235.27,24978000,3312299315,1,10.97
bitcoin,BTC,Bitcoin,4/22/2015,1,235.6,237.91,233.48,234.18,23847900,3297795229,0.158,4.43
bitcoin,BTC,Bitcoin,4/23/2015,1,234.05,236.48,233.2,236.46,17036000,3330762351,0.9939,3.28
bitcoin,BTC,Bitcoin,4/24/2015,1,235.97,236.3,229.93,231.27,21448700,3258311725,0.2104,6.37
bitcoin,BTC,Bitcoin,4/25/2015,1,231.24,232.56,226.34,226.39,13957200,3190508610,0.008,6.22
bitcoin,BTC,Bitcoin,4/26/2015,1,226.41,226.94,214.87,219.43,28943700,3093216938,0.3778,12.07
bitcoin,BTC,Bitcoin,4/27/2015,1,219.43,233.3,218.02,229.29,38574000,3232938332,0.7376,15.28
bitcoin,BTC,Bitcoin,4/28/2015,1,228.97,229.49,223.07,225.85,21469200,3185425042,0.433,6.42
bitcoin,BTC,Bitcoin,4/29/2015,1,225.59,227.04,223.43,225.81,18936500,3185479101,0.6593,3.61
bitcoin,BTC,Bitcoin,4/30/2015,1,225.69,239.56,224.99,236.15,33818600,3332094504,0.766,14.57
bitcoin,BTC,Bitcoin,5/1/2015,1,235.94,238.97,232.08,232.08,18815300,3275574610,0,6.89
bitcoin,BTC,Bitcoin,5/2/2015,1,232.34,235.73,232.34,234.93,12535500,3316683008,0.764,3.39
bitcoin,BTC,Bitcoin,5/3/2015,1,234.88,243.24,234.08,240.36,18494100,3394161416,0.6856,9.16
bitcoin,BTC,Bitcoin,5/4/2015,1,240.36,242.64,237.81,239.02,21223400,3375997790,0.2505,4.83
bitcoin,BTC,Bitcoin,5/5/2015,1,238.85,239.2,232.05,236.12,23929100,3335976518,0.5692,7.15
bitcoin,BTC,Bitcoin,5/6/2015,1,236.25,236.45,229.23,229.78,29587200,3247353903,0.0762,7.22
bitcoin,BTC,Bitcoin,5/7/2015,1,229.66,239.1,228.57,237.33,29064400,3354923757,0.8319,10.53
bitcoin,BTC,Bitcoin,5/8/2015,1,237.2,246.27,236.27,243.86,27445500,3448119178,0.759,10
bitcoin,BTC,Bitcoin,5/9/2015,1,243.77,247.8,239.64,241.83,19790500,3420193701,0.2684,8.16
bitcoin,BTC,Bitcoin,5/10/2015,1,241.73,244.07,238.85,240.3,15019100,3399245238,0.2778,5.22
bitcoin,BTC,Bitcoin,5/11/2015,1,240.3,244.27,239.38,242.16,20892300,3426529646,0.5685,4.89
bitcoin,BTC,Bitcoin,5/12/2015,1,242.15,242.88,240.1,241.11,19282600,3412644998,0.3633,2.78
bitcoin,BTC,Bitcoin,5/13/2015,1,241.4,243.7,235.04,236.38,27180100,3346584200,0.1547,8.66
bitcoin,BTC,Bitcoin,5/14/2015,1,236.21,237.8,234.06,236.93,24413700,3355311496,0.7674,3.74
bitcoin,BTC,Bitcoin,5/15/2015,1,236.96,238.75,236.79,237.6,16329400,3365752047,0.4133,1.96
bitcoin,BTC,Bitcoin,5/16/2015,1,237.64,237.7,235.29,236.15,11089700,3345969203,0.3568,2.41
bitcoin,BTC,Bitcoin,5/17/2015,1,236.01,238.02,236.01,236.8,11134300,3356176986,0.393,2.01
bitcoin,BTC,Bitcoin,5/18/2015,1,236.89,237.21,232.46,233.13,16780300,3304944920,0.1411,4.75
bitcoin,BTC,Bitcoin,5/19/2015,1,233.04,234.15,231.82,231.95,14241900,3288950473,0.0558,2.33
bitcoin,BTC,Bitcoin,5/20/2015,1,231.89,234.68,231.84,234.02,15499400,3319170901,0.7676,2.84
bitcoin,BTC,Bitcoin,5/21/2015,1,234.02,236.24,233.84,235.34,15108900,3338890048,0.625,2.4
bitcoin,BTC,Bitcoin,5/22/2015,1,235.32,240.97,235.06,240.35,27003000,3410712372,0.8951,5.91
bitcoin,BTC,Bitcoin,5/23/2015,1,240.29,241.02,238.69,238.87,14605000,3390435704,0.0773,2.33
bitcoin,BTC,Bitcoin,5/24/2015,1,238.98,241.98,238.81,240.95,11508000,3420845884,0.6751,3.17
bitcoin,BTC,Bitcoin,5/25/2015,1,240.93,241.02,236.64,237.11,14423900,3367127977,0.1073,4.38
bitcoin,BTC,Bitcoin,5/26/2015,1,237.1,238.24,235.69,237.12,16425000,3368066799,0.5608,2.55
bitcoin,BTC,Bitcoin,5/27/2015,1,237.07,238.64,236.7,237.28,18837000,3371257543,0.299,1.94
bitcoin,BTC,Bitcoin,5/28/2015,1,237.26,237.82,236.65,237.41,13829600,3373816958,0.6496,1.17
bitcoin,BTC,Bitcoin,5/29/2015,1,237.38,237.52,235.73,237.1,14805000,3370295930,0.7654,1.79
bitcoin,BTC,Bitcoin,5/30/2015,1,237.09,237.09,232.05,233.35,14098600,3317769214,0.2579,5.04
bitcoin,BTC,Bitcoin,5/31/2015,1,233.13,233.25,229.54,230.19,14730800,3273756425,0.1752,3.71
bitcoin,BTC,Bitcoin,6/1/2015,1,230.23,231.71,221.3,222.93,26090500,3171172508,0.1566,10.41
bitcoin,BTC,Bitcoin,6/2/2015,1,222.89,226.42,222.42,225.8,20459000,3212962177,0.845,4
bitcoin,BTC,Bitcoin,6/3/2015,1,225.74,227.4,223.93,225.87,17752400,3214774292,0.5591,3.47
bitcoin,BTC,Bitcoin,6/4/2015,1,225.77,226.58,224.05,224.32,14728100,3193504505,0.1067,2.53
bitcoin,BTC,Bitcoin,6/5/2015,1,224.15,225.97,223.18,224.95,18056500,3203220875,0.6344,2.79
bitcoin,BTC,Bitcoin,6/6/2015,1,225.01,225.72,224.38,225.62,11131500,3213722676,0.9254,1.34
bitcoin,BTC,Bitcoin,6/7/2015,1,225.6,226.19,222.65,222.88,13318400,3175547196,0.065,3.54
bitcoin,BTC,Bitcoin,6/8/2015,1,222.88,229.46,222.84,228.49,23378400,3256350969,0.8535,6.62
bitcoin,BTC,Bitcoin,6/9/2015,1,228.54,230.95,227.93,229.05,28353100,3265176585,0.3709,3.02
bitcoin,BTC,Bitcoin,6/10/2015,1,228.99,229.78,228.01,228.8,15904800,3262644979,0.4463,1.77
bitcoin,BTC,Bitcoin,6/11/2015,1,228.85,230.29,228.77,229.71,14416000,3276293900,0.6184,1.52
bitcoin,BTC,Bitcoin,6/12/2015,1,229.71,231.06,229.31,229.98,14017700,3281061201,0.3829,1.75
bitcoin,BTC,Bitcoin,6/13/2015,1,229.92,232.65,229.21,232.4,13305300,3316504361,0.9273,3.44
bitcoin,BTC,Bitcoin,6/14/2015,1,232.44,234.86,232,233.54,12165900,3333657006,0.5385,2.86
bitcoin,BTC,Bitcoin,6/15/2015,1,233.42,237.84,233.42,236.82,19912100,3381329191,0.7692,4.42
bitcoin,BTC,Bitcoin,6/16/2015,1,236.76,251.74,236.12,250.9,41612000,3582987588,0.9462,15.62
bitcoin,BTC,Bitcoin,6/17/2015,1,250.82,256.85,246.48,249.28,43858400,3560953387,0.27,10.37
bitcoin,BTC,Bitcoin,6/18/2015,1,249.43,252.11,244.13,249.01,30980200,3557986321,0.6115,7.98
bitcoin,BTC,Bitcoin,6/19/2015,1,249.04,250.98,243.79,244.61,23965300,3495994564,0.114,7.19
bitcoin,BTC,Bitcoin,6/20/2015,1,244.53,245.83,240.63,245.21,20608100,3505477188,0.8808,5.2
bitcoin,BTC,Bitcoin,6/21/2015,1,245.1,245.22,241.88,243.94,10600900,3488106467,0.6168,3.34
bitcoin,BTC,Bitcoin,6/22/2015,1,243.97,247.92,243.78,246.99,17692500,3532599174,0.7754,4.14
bitcoin,BTC,Bitcoin,6/23/2015,1,246.93,247.3,243.13,244.3,15108700,3494929113,0.2806,4.17
bitcoin,BTC,Bitcoin,6/24/2015,1,244.28,244.34,240.51,240.51,17344900,3441763637,0,3.83
bitcoin,BTC,Bitcoin,6/25/2015,1,240.37,243.33,240.37,242.8,16133100,3475370256,0.8209,2.96
bitcoin,BTC,Bitcoin,6/26/2015,1,242.6,243.75,241.55,243.59,13983500,3487699724,0.9273,2.2
bitcoin,BTC,Bitcoin,6/27/2015,1,243.55,251.34,243.12,250.99,20488600,3594402691,0.9574,8.22
bitcoin,BTC,Bitcoin,6/28/2015,1,250.96,251.17,247.43,249.01,15137600,3566939394,0.4225,3.74
bitcoin,BTC,Bitcoin,6/29/2015,1,248.72,257.17,248.58,257.06,34742900,3683193712,0.9872,8.59
bitcoin,BTC,Bitcoin,6/30/2015,1,257.04,267.87,255.95,263.07,44533800,3770229522,0.5973,11.92
bitcoin,BTC,Bitcoin,7/1/2015,1,263.35,265.17,255.77,258.62,27029800,3707306173,0.3032,9.4
bitcoin,BTC,Bitcoin,7/2/2015,1,258.55,261.63,254.12,255.41,21551900,3662295200,0.1718,7.51
bitcoin,BTC,Bitcoin,7/3/2015,1,255.46,257.08,253.51,256.34,19033800,3676575981,0.7927,3.57
bitcoin,BTC,Bitcoin,7/4/2015,1,256.49,261.46,254.2,260.89,15620400,3742827088,0.9215,7.26
bitcoin,BTC,Bitcoin,7/5/2015,1,260.8,274.51,258.7,271.91,44156100,3901985539,0.8355,15.81
bitcoin,BTC,Bitcoin,7/6/2015,1,271.11,277.42,267.6,269.03,49154800,3861831490,0.1456,9.82
bitcoin,BTC,Bitcoin,7/7/2015,1,269.96,271.34,264.83,266.21,28857600,3822200106,0.212,6.51
bitcoin,BTC,Bitcoin,7/8/2015,1,265.98,272.97,264.39,270.79,36980200,3889020940,0.7459,8.58
bitcoin,BTC,Bitcoin,7/9/2015,1,270.83,272.33,267.09,269.23,40301200,3867547719,0.4084,5.24
bitcoin,BTC,Bitcoin,7/10/2015,1,269.16,294.59,268.8,284.89,100390000,4093705987,0.6239,25.79
bitcoin,BTC,Bitcoin,7/11/2015,1,284.88,298.51,283.53,293.11,41109900,4212919911,0.6395,14.98
bitcoin,BTC,Bitcoin,7/12/2015,1,293.14,314.39,292.51,310.87,56405000,4469117252,0.8391,21.88
bitcoin,BTC,Bitcoin,7/13/2015,1,310.83,310.95,281.01,292.05,62053900,4199736520,0.3687,29.94
